# started on Wed Sep 16 02:45:08 2026

6022015141,,cpu_atom/cycles/,1238483,0.00,,
9428566883,,cpu_core/cycles/,2150059025,99.00,,
5849761329,,cpu_atom/instructions/,1238483,0.00,0.97,insn per cycle
33279782299,,cpu_core/instructions/,2150059025,99.00,3.53,insn per cycle
1071482457,,cpu_atom/branches/,1238483,0.00,,
5105055804,,cpu_core/branches/,2150059025,99.00,,
33026387,,cpu_atom/branch-misses/,1238483,0.00,3.08,of all branches
28030413,,cpu_core/branch-misses/,2150059025,99.00,0.55,of all branches
